created_at,text
2020-03-23,while i am sad for a prison industrial complex that allows hundreds and thousands to infect each other and remain sick..... it’s what she deserves https://t.co/M0lkLmmeEu
2020-03-23,Texas Democrats Sue To Open Up Texas' Vote-By-Mail Laws As Coronavirus Spreads https://t.co/nhNobPBVfB
2020-03-23,Just wait natural selection is about to take it’s course https://t.co/sAcwSuZI5K
2020-03-23,He’s such an embarrassment... https://t.co/RaYZSRGoGB
2020-03-23,"This is a must step. If not followed strictly, we might end up worst than #Italy.

#IndiaFightsCorona
#COVIDー19
#coronavirus 
#Coronaindia https://t.co/P0Br8Dh4Ig"
2020-03-23,"#Happy #Pakistan #Resolution #Day❤️
 On this day Jinnah's Cabinet made the complete frame of Pakistan ... But now due to pandemic conditions of Coronavirus , we should resolve to observe social distancing for our healthy and prosperous future .
#23MarchPakistanDay2020
#StayHome"
2020-03-23,This coronavirus is a revolution. This will brought so much change to the planet earth 🌍.
2020-03-23,"@MaryamHenein Hi, you can read it here: Thread by @MaryamHenein: #covid19: Photo 1: Yale University's basketball gym converted into a makeshift hospital evoked… https://t.co/yb9tzwrS6d. Share this if you think it's interesting. 🤖"
2020-03-23,"@camphalfblood Uncle Rick, I don't think coronavirus is affecting the gods. What are they up to while the mortals are busy??"
2020-03-23,RESPINGERE E FUCILARE https://t.co/yqC6sbQkjA
2020-03-23,"https://t.co/BMHjGeloj3 

My opener from March 15th, 2020. Before shit got real. 
#Corona #COVID-19 #coronavirus #standupcomedy"
2020-03-23,"with the sewers being less polluted and all, my toilet alligator is back https://t.co/dCFWWXCE4z"
2020-03-23,OMG  they want to kill us. https://t.co/UMmkXv0yvY
2020-03-23,The #Coronavirus Business Interruption Loan Scheme (#CBILS) is now available through participating lenders. Your banking relationship manager will be best positioned to guide you.
2020-03-23,"@IndigoDaya @CaruanaSteven @PenalReformInt @CoE_CPT Thanks for having quoted @PenalReformInt, SPT, CPT and others highlighting that as a principle https://t.co/GyQJTf5soU"
2020-03-23,Lagos And Abuja Airports Officially Shut Down As NCDC Confirms 5 New Coronavirus Cases....CLICK LINK https://t.co/oSuFXzM6lu https://t.co/lmpC21paWl
2020-03-23,"Dear  @SamiYusuf, we always need your inspiring words, thank you so much, Your presence made me strong and we will win this test because you are with us, Thank you so much for being here 🙏♥️ https://t.co/KwljLjEIMB"
2020-03-23,God I hate wealthy people so much. The hoarding of wealth and resources need to stop. Disgusting and shameless he had that much to begin with. https://t.co/Y3zYZvVyBV
2020-03-23,She is the only one who CARES what she thinks.Nobody else does.She is a has been who cannot let go of the past https://t.co/Hsqu0lCMgj
2020-03-23,Promising goalie and/or winger in training. ⚽️ ⚽️ https://t.co/XCka0mUgqH
2020-03-23,"@saurabhpatelgujSir so many BSNL towers have been disconnected by Electricity Department due to non payment in entire Gujarat State on such crucial time,..It is very important to providing the Telecom Service to the Public at the large amid the pandemic of COVID19."
2020-03-23,Furloughs come to world's No.3 planemaker $ERJ #coronavirus #COVID2019 https://t.co/XIn5H6iZG4
2020-03-23,"@AgInfoNet we wanted to make sure you heard about the Colorado Fruit and Vegetable Growers Association free Webinar Wed! 

There's still time to register, with some great information for your readers on how they can reach their customers in the COVID-19 environment.

#CFVGA https://t.co/pePSputXJt"
2020-03-23,Literally just stay inside it’s not hard there’s 4 amazing seasons of avatar the last airbender on Netflix the fuck ? https://t.co/GT2IxXLrn3
2020-03-23,We need armor duuh! https://t.co/osaW1BKzI9
2020-03-23,"@dcexaminer Stay Safe PEOPLE ‼ HAND WASH . 🇱🇷💫

Guys Please try to stay indoors as much as possible. ✔️

TOXICITY CHECK
#CoronavirusPandemic #COVIDー19 #COVID19outbreak
#StayHomeStaySafe  #UnitedStates #Westworld #BIGPARONLINE
#TheWalkingDead 
https://t.co/GqmDu4lL37"
2020-03-23,"""Now it's time we all do the right thing"" in her statement Justice Minister Naomi Long says none of us have faced a challenge like this and we all need to do our part to fight the spread of Coronavirus."
2020-03-23,"Global Research stopped being an amusing curiosity years ago.
---
Obfuscation* service provider: CloudFlare, United States
Hosting: OVH Hosting, Inc. Canada**
Monetization of disinformation: Google LLC, United States*** https://t.co/UmXgjTv3lq"
2020-03-23,"Today’s #ArtLifeMondays seems fitting for our current climate.
🦠 
I’m sure you’re nick of hearing about coronavirus-related news, but in the flurry and noise of various opinions and inputs, I thought it would be good… https://t.co/vwbROxtYT8"
2020-03-23,"Be kind, do not hoard, keep your distance. Alot of people are saying this is hard or boring. What is hard is fighting this on the frontline. Respect to healthcare workers. what is boring? No one actually ever died of boredom #COVID19"
2020-03-23,"Pls PRAY for Italy 🇮🇹 
They really need our prayers 
Only the heavens can help  🙏 🙏 😿😿
#coronavirus #CoronaVirusitaly"
2020-03-23,"ITV confirms changes to Emmerdale‘s transmission pattern

https://t.co/7zgLJDBG78"
2020-03-23,"Top story: Donald Trump made 33 false claims about the coronavirus crisis in the first two weeks of March - CNNPolitics https://t.co/Ip8SkKjd4O, see more https://t.co/7VwIJI3nUL"
2020-03-23,"One viral infection that shows no sign of current, or future, remedy.
What have we become?
Washington lobbyists in frenzied battle to secure billion-dollar coronavirus bailouts https://t.co/LxieFIqWPL"
2020-03-23,"#DemocratsAreDestroyingAmerica 
#PelosiHatesAmericans https://t.co/rVmi2cUjfm"
2020-03-23,Yep. You really care for your people. 👇 https://t.co/CQBAvcVUHQ
2020-03-23,"Please listen to this important advice, and respect the government's guidelines. We need to work together to stop the spread of this disease. Stay safe, stay home. https://t.co/uRa1JpZofE"
2020-03-23,POC always coming to save Europes asses when disease strikes https://t.co/XJnVz5CNXx
2020-03-23,European doctor: Fear of being called racist contributing factor to spread of coronavirus in Italy.  https://t.co/EfpIeWKhiK
2020-03-23,What if this covid 19 aka coronavirus is the solution to humanity problems.
2020-03-23,Canada states their position on #Tokyo2020 by saying no to going but postponement is highly likely especially with all remaining qualification events in jeopardy. What a sad year for #Sport #COVID19 #Olympics https://t.co/gfPfiOiReG
2020-03-23,"@CasparKashkin People, blood type O, who were taking vit. C hourly, age 18 to 60,  are immune. They should go back to work. The main people dying from Covid19 are blood type A, age 80, who were not taking vit. C hourly &amp; given the Flu vaccine❤️YouTube: paul8kangas. — Galileo."
2020-03-23,"Coronavirus 'could plunge Britain into recession'

https://t.co/Mz9ULK6vn9

Sent via @updayUK"
2020-03-23,Well done! Thinking about The Olimpic Games being played as if nothing had never happened greatly grieves me. 😔 #postponeOlimpicGames #iorestoacasa #COVIDー19 #coronavirus #StayAtHome https://t.co/8IlCxrGDMI
2020-03-23,"Pakistan foreign minister Shah Mahmood Qureshi speaks to his counterparts from Nepal, Sri Lanka to discuss coronavirus crisis https://t.co/uJpcbHuscC"
2020-03-23,"Emirates Is Grounded, and Global Aviation With It  https://t.co/iO7TN5Ubfj"
2020-03-23,"https://t.co/NmCdhWr2cm

Let's hold the culprits accountable!"
2020-03-23,@Vixzanne these days @tiktok_us like a #coronavirus 😌
2020-03-23,"‘By Monday’ never seemed so far away after Senate fails to advance coronavirus stimulus package

https://t.co/nFgBLbWH92"
2020-03-23,'COVID-19 is demonstrating that there is something irreplaceable about students and teachers coming together to learn in person.' re online learning... @Neil_Selwyn https://t.co/lCT0CLz7P0
2020-03-23,NEW: @BarackObama’s Surgeon General compares U.S. Coronavirus response to sending soldiers into battle without armor. https://t.co/beA69vn3Xv
2020-03-23,In order to combat the spread of COVID-19 it has become essential to adopt social distancing and isolation measures. Hence the areas under JALPAIGURI MUNICIPALITY shall remain in Complete safety restrictions state wef 23rd March(from 4PM onward) to 27th March(till 12:00midnight).
2020-03-23,#coronavirus #COVID19Aus #socialdistancing https://t.co/3K2HpfnQrd
2020-03-23,"Coronavirus: Kanika Kapoor’s friend Ojas Desai is untraceable, Police Searching Him | सिंगर के मुंबई बेस्ड दोस्त को तलाश रही पुलिस, लखनऊ के होटल ताज में साथ था मौजूद https://t.co/RHzpbbTFfZ"
2020-03-23,Our President @stephenfry giving some useful advice ❤️ https://t.co/5Fjt1ycowf
2020-03-23,"#BreakingNews : #CoronaVirus को लेकर मीडिया प्रमुखों के साथ संवाद कर रहे हैं प्रधानमंत्री @narendramodi 

#CoronaVirusUpdates #ZeeJankariOnCorona @subhashchandra 

https://t.co/qIIJ6NjalV"
2020-03-23,NBA Player’s Loss of Smell Highlights Unusual Marker of Covid-19  https://t.co/Cs0ysElyDE
2020-03-23,Instagram Models Say Business Is Taking a Hit From Coronavirus – TMZ https://t.co/fwVlMpVasH
2020-03-23,#Covid_19 https://t.co/vj1ILuBb8l
2020-03-23,People not taking lockdown seriously: PM Modi a day after 'Janata Curfew' | Indiablooms - First Portal on Digital News Management https://t.co/IY38TSlROf #PMModi #NarendraModi #Coronavirus #COVID19 #Lockdown
2020-03-23,"""... the hosts are now embracing his [Trump's] new strategy for rallying their shared base. Along with trying to persuade their audience to be safe..., they’re sharing unproven positive health news. https://t.co/dFqCoUwl3M"
2020-03-23,Watch live: #Coronavirus Q&amp;amp;A - we answer your questions about the #COVID19 pandemic. Use #AskSkyNews https://t.co/9ykeGPFlBL
2020-03-23,Israeli Pharmaceutical Company Donates 6 Million Doses of Chloroquine to US to treat Coronavirus https://t.co/gCvDoYaIUT
2020-03-23,"During 1918 Spanish flu Pandemic, out of 100 million deaths around the world *20 Million* are just from India. If we dont take this serious now and stay home it will be even worse.

#stayhome #staysafe #stayhealthy
#coronavirus #COVIDー19 #IndiaFightsCoronavirus"
2020-03-23,Demons in high places https://t.co/AEeRxM6HTw
2020-03-23,"One Mr. Kumar madegowda arrived at Bangalore airport from Dubai and took a taxi to MYSORE to reach home. On the way he felt slightly feverish and on reaching Mysore straightaway went to Covid19 testing centre, not his home, tested positive and quarantined. Responsible citizen. https://t.co/5pwEupRyaN"
2020-03-23,"@SpeakerPelosi pull your head out of your ass! This isn’t the Titanic we aren’t replaceable, this is AMERICA! https://t.co/tSsMZw1Zrc"
2020-03-23,"With good reason.
 Do you wanna help bailout the #Pussygrabbers businesses? We don't! https://t.co/m99FWZN7gz"
2020-03-23,This. When people seem to really not understand ANYthing. #Corona https://t.co/uYQn1NFxEX
2020-03-23,JSC's Preventive measures to reduce the spread of Covid-19 (Coronavirus) in the Courts of Zimbabwe https://t.co/pMaa8TUGJv
2020-03-23,Tom Hanks and wife Rita Wilson ‘feeling better’ as they recover from coronavirus https://t.co/CzQEnEAE03 https://t.co/msflqaw1qg
2020-03-23,New Treatment for the Coronavirus (COVID-19): Chloroquine https://t.co/NAf00Me7Jw via @YouTube
2020-03-23,@officialmcafee I'm now not just socially isolating due to Covid19. I'm hoping now that I won't also contract whatever McAfee's caught...
2020-03-23,"The fact that Limpopo confirmed only 1 case of covid19 doesn't mean that's the only case it has. There could be more. 
#cyrilramaphosa
#lockDownSouthAfrica
#CoronavirusInSA"
2020-03-23,"Covid19😢😢💣💢🎶🌌
#covid_19 #btsv #btsworld #btssuga #btsjhope #btsloveyourself #btsjimin #btsvideos #btsedit #btsxarmy #btsarmy #btsjin #btsyoongi #btscomeback #btstaehyung #btsfanart #btsedits #btsrm #btsnamjoon… https://t.co/4L0uzhdtTj"
2020-03-23,#Qanon @realDonaldTrump  Florida man with coronavirus says drug touted by Trump saved his life https://t.co/UVlqtEsm5W via @nypost
2020-03-23,"@teachmiddleeast @MrAndiPrice @MrGeorgeStokes @OLewis_coaching @runandrant @JWilliamsEDU @VHPS_AsstHead @GlobalKdsl @MrsWraithmell Here some tips on how to stay emotionally connected with your students when you have them only via screen.
https://t.co/VOVgHL73KM
#InThisTogetherDubai"
2020-03-23,"Infected girl, 12, ‘fighting for life’ while brother, 13, self-isolates at home alone https://t.co/2SpZFftZR3 via @newscomauHQ"
2020-03-23,@NikaDixon So... apparently this is the Spanish special forces and I think I uh... just... lost my train of thought. https://t.co/Hx9zDK4Bge
2020-03-23,"Attached is a list of statewise Coronavirus helpline numbers which can also be contacted. It will take only 5 mins of your time, but might save lives.

#BreakTheChain #StayHomeStaySafe

Spread the word https://t.co/dtoAa6YRqD"
2020-03-23,"Very thoughtful !! @TawdeVinod प्रत्येकाने हा विचार केला तर पोलिसांचा अतिरिक्त भार नक्कीच कमी होईल 

#CoronaInMaharashtra 
#CoronaCitizenResponsibility https://t.co/9Mz0kPIzLH"
2020-03-23,"@yoSissyNY_FL @rickklein @TrevorLAult @POTUS Remember less than 2 weeks ago he said this was under control and it was a harmless flu?
 States went into shutdown &amp; recommended self quarantines he was putting his cult in danger holding rallies. Trump knew 1st &amp; lied to warn &amp; move $$
Good sheep u r
https://t.co/bsPW0KMIVJ"
2020-03-23,#ukcoronavirus “hospitals are in urgent need of ventilators and are approaching full capacity &amp; will increasingly force doctors to make tough decisions about which patients to treat” - “herd immunity” is a crime!  https://t.co/tWMqU7Cwbh
2020-03-23,"#CoronaVirus update 
 
 Total Cases= 342,407 +711
 Total Deaths= 14,762 +9
 Total Recovered= 99,041 +0

 Active Cases: 228,604
 Closed Cases: 113,803
 
 Next update in 30 mins"
2020-03-23,"🖋 Support David by signing “Conditions for coronavirus bailout” and I’ll deliver a copy to your officials too: https://t.co/idZRi9KTKD

📨 Last delivered to @SenGaryPeters, @SenStabenow and @RepSlotkin #MI08 #MIpol #COVID19 https://t.co/fEuBnfhKjq"
2020-03-23,"Suppliers are still resilient amid COVID-19 threat --- AWARD WINNING CRAFT ALES, BREWED IN SOLIHULL SERVED NATIONWIDE #realale #ale #craftbeer #solihull #goldstar #hopstar https://t.co/mMxFx8Swz5"
2020-03-23,@blakehounshell Theres a lot of dying from infectious diseases in C19th and early C20th literature.  Remember Jane Eyre? The school ravaged by typhus?#COVID19
2020-03-23,@RobDelyn I've filed a copy of your ludicrous tweet to be presented to the Official Inquiry into your government's atrocious mishandling of the #COVID19 epidemic.
2020-03-23,At this point the only good that will come from this order is outlined on page 8 section 17 and 18. #CoronavirusPandemic #StayHomeOhio
2020-03-23,Monday coronavirus distraction: https://t.co/uMOvJRhwyV Watch the animals on live cam at the San Diego zoo  #college #collegetalk #highschool #Coronalife #distraction #HigherEd #parents #education #animals #K12 #collegetips https://t.co/rZXKFc9MYY
2020-03-23,"So while we try to find something that chomps on the Coronavirus, just from what little reading I have done into the subject, and watched on TV, and learned from some friends, I think we can somehow coat the Decoys that will turn them into Hyper Decoys, and from there figure out"
2020-03-23,The things COVID-19 taught me. Its preparing me to be a housewife. I am not complaining.
2020-03-23,The real person infecting and killing Americans is @realDonaldTrump https://t.co/hV6WDqhkdU
2020-03-23,"@DNC ONCE AGAIN TURNING OUR ""DEMOCRATIC 'ELECTION'"" PROCESS INTO A HOAX UNDER THE GUISE OF A ""PRIMARY"":  2016/ @HillaryClinton 2020/ @ewarren SO IT'S @realDonaldTrump AGAIN! @kcexec @SenatorCantwell @PattyMurray
https://t.co/LTolcTwA8e
COST BREAKDOWN:
https://t.co/STrcgqjtld https://t.co/uKkNGyrMss"
2020-03-23,"Dear @narendramodi

When we get past #COVID19 - the U.K. and other democracies will increasingly want to trade with the world’s largest democracy.

Get ready for an #IndianBoom2022 🇮🇳 #India 

@BritIndianVoice @INCIndia @IndiaToday @timesofindia @IndianExpress @airnewsalerts https://t.co/xdptcbV37h"
2020-03-23,Trillion-dollar US economic rescue package crashes in Senate https://t.co/hU7nhOC4Ka
2020-03-23,Lol...atleast it doesn't really affect cows sooo https://t.co/6b80cYmj39
2020-03-23,"And in the meanwhile, the one hero of this disaster is https://t.co/DsmgMXzidp https://t.co/hBfmxQ5d60"
2020-03-23,"""The chief medical doctor, my deputy, has estimates for the worst-case #scenario."" #Ukraine #coronavirus #COVID19 #health #Yemets
https://t.co/wVK6oSGQCa https://t.co/zgR0VOye1b"
2020-03-23,"Yet our ally Italy is pleading for help from our military already stationed there and so far, it’s crickets from the Pentagon. https://t.co/ryOND8ifO5"
2020-03-23,I feel like I have corona but I still must do my strip naked run through the park while I purposely scare children and maybe even kill them                            #coronavirus
2020-03-23,"Mayor Giorgio Gori
When he seen what the English goverment were doing about Covid-19 he decided to bring his 2 daughters back home as they'd be more secure in Italy than England because he doesn't understand why English government didn't decide in time to protect its own citizens"
2020-03-23,"I know you have all our backs,  Joe!!! https://t.co/SC7feAE2Qi"
2020-03-23,Coronavirus pandemic leading to huge drop in air pollution https://t.co/Aecs0SdMnp
2020-03-23,"What Coronavirus Symptoms Look Like, Day By Day https://t.co/Jpmz9ec0XL via @YouTube"
2020-03-23,Looking to keep your kids occupied? These tablets can help https://t.co/OAsawNWz6s
2020-03-23,"PLEASE THIS THREAD IS EVERYTHING YOU NEED TO KNOW ON HOW TO CONQUER COVID-19. 

REEEEAAAAD IT! https://t.co/6R0elWlDjC"
2020-03-23,@and_hemlock But again a CT showing ground-glass changes etc is just a general indication of pneumonia or other inflammatory changes. What is the criteria for a CT diagnosis of #covid19?
2020-03-23,"I find no reason to deny #JammuAndKashmir
the services of 4G Internet especially when a number of JKians have come back to #WorkFromHome in view of #CoronavirusPandemic.
Its requested from the authorities to immediately
#Restore4GinJK"
2020-03-23,"""As someone whose house has been on the market, COVID-19 has created an unexpected and peculiar dilemma.

While MLS listings are helpful, inevitably one wants to visit a home in person.""

https://t.co/8bJcPecfDa"
2020-03-23,"Healthcare workers CANNOT WASH THEIR HANDS, the most basic form of prevention. We must act to ensure their safety and the safety of patients. #COVID19 #WASHinHCF #SafeHands @DrTedros @WHO @WASH_FOR_HEALTH @UNICEF https://t.co/nGYMVKr44R"
2020-03-23,"Clear, open and transparent guide to what action the New Zealand government will do and what the public will expect in those 4 phases; this is leadership. 
https://t.co/fQZILe5MVj"
2020-03-23,"If this isolation goes on for months, it kills the economy, making US prey to other nations such as China.

I think that's what's up.  It won't go on for months though.  People gotta eat after all. https://t.co/lhpcPmHC5E"
2020-03-23,Whatever it takes! Feeling fortunate to be reporting through it all. https://t.co/Vom1hd7VNK
2020-03-23,"That’s f’ed up. @BorisJohnson @MattHancock what you doing about this? Since you both suddenly,  over the weekend, somehow, started to care (pander) to our Drs and nurses. #COVID19 https://t.co/wP2IGuwfdY"
2020-03-23,"Positions re #covid19 response seem to have lined up by politics.

Right: no worries/cure coming/preserve economy (alt right: it's a hoax)
Libs (that's me): social distance/close schools
Harder left: Stay home/lockdown now
Tankies: Patrol streets, super lockdown"
2020-03-23,Covid-19 related spends to be treated as CSR activity: MCA  https://t.co/j1IvuT25aO
2020-03-23,"Facebook Messenger provides governments, agencies with free developer tools to combat Covid-19 https://t.co/jWRQIjJj53"
2020-03-23,Nurse in tearful plea after being unable to buy food following her 48-hour shift https://t.co/qHzPvWEAQ5 via @MetroUK
2020-03-23,The latest Twitter Community Nachrichtenblatt! https://t.co/M3Y86mPVY7 Thanks to @LucyWaMoonface @D3nker #coronavirus #russland
2020-03-23,"Sembra un testamento: “There is a special bond between the @FT and its readers. Many of you have read us for much of your adult life. Our columnists and writers are familiar voices to you. U know you can rely on us, and we know we can rely on you” https://t.co/jCaTkRzs4M"
2020-03-23,"@NadineDorries suicide prevention are you kidding me? This #coronavirus hoax will kill me #dominiccummings policy making has almost. Wanna know where I am prick testing blood and injecting insulin since pubs &amp; cafes are gone. Are you mad make a humane choice in the next few days,"
2020-03-23,"#SafelyIsolated

Lots of people have called and texted me to find out about my current situation under the dire circumstances of #CoronaVirus attack  in ITALY! 

I thank those people for showing concern. I am… https://t.co/FfSUrjwTiq"
2020-03-23,@breezyCLE That’s a tell tale sign of Covid-19 they say.  Take it seriously. Rest and prayers for you and little guy.
2020-03-23,Good now let go see the traitor Pelosi.  Hope she gets hers. She is a scumbag of a woman.  She hates the people of America and wants us to suffer for exposing her gang of traitors. This is the devil we have to fight off to save America.  Rise up and strip all power from her. https://t.co/o8I85ysA1J
2020-03-23,Here's how you can get checked for coronavirus in Pakistan https://t.co/SLg0joXTYP
2020-03-23,Every night new aplausos in your balcón. Go and live it now! Gratis! https://t.co/yTixT6EF4t
2020-03-23,Boss that! Keep it up mate! https://t.co/jXZQDiq78Y
2020-03-23,"Hi Friends I am taking all possible safety from #Covid_19india .. R u ?? . Only self imposed safety can save you from #Corona .
#stupidity 
#Social_Distancing 
#lockdown 
#CoronavirusPandemic https://t.co/xK3UhBeA6K"
2020-03-23,"Good to leave that the concerns of #Unorganised sector and daily wage earners was discussed, hoping some relief is being thought of .... @PMOIndia https://t.co/GtrzqGmd7C"
2020-03-23,Latest on the Coronavirus: Hospital holds mask drive as groups sound alarm over impending shortage https://t.co/iw3YhsxBz5 https://t.co/wE0I1ZQJ8r
2020-03-23,"New flag of Tyrol …
#coronavirus #cashisking #moneymakestheworldgosick https://t.co/U2ZpJ4qN3a"
2020-03-23,Coronavirus in NJ: Teaching college students online? Here's how we're doing it https://t.co/0kgoYEs6Jy via @AsburyParkPress @KeanUniversity @BrookdaleCCNews @RutgersU @FDUWhatsNew @montclairstateu
2020-03-23,"Let us take some Minutes to thank the Lord God The Almighty for being with us and always delivering to us our need... Let us also pray for this COVID-19 that is distroying the world daily 

#AMEN
#KeaIsolateDrive  

#DUMELANG!!!"
2020-03-23,"Interesting findings. May not be conclusively linked to COVID-19, but keep track on your sense of taste and smell in the coming months. https://t.co/7UkEj4Zrpr"
2020-03-23,"Don't be a #COVIDIOT
.
. 
#coronavirus #COVIDIOTS #Coronavid19 #StayAtHome #Corona #COVIDー19 https://t.co/6ow0TC9NXp"
2020-03-23,"This is not #CoronaVirus
 #COVIDIOTS

These are symptoms of a Married Man who has no #Money 🥵"
2020-03-23,"#DidYouKnow? Life span of corona virus on surfaces illustrated 

#Coronavirus 
#PeaceOfChristForAll✌🔥🔥 https://t.co/c6DcTTYLhj"
2020-03-23,How to Address Disruptions to Tradeshow and Event Marketing Plans Due to Coronavirus... https://t.co/TyfRF1Q58Q
2020-03-23,"Uttar Pradesh 
Morning : cops threaten passerby to go back
Evening: cop leading the baraat of corona at 5 PM
Very sensible 
#JanataCurfew #COVID19 https://t.co/F9QRDGelt1"
2020-03-23,"let us do it one more time, until THERE IS NOTHING LEFT

WE HAVE TO GET A NEW BASELINE https://t.co/nUQbx97P18"
2020-03-23,"A big salute to all the heroes fighting on field against time to cure Coronavirus. Team Sahara Star appreciate the efforts of the unsung heroes who are working selflessly for a healthy and safe environment.

#Saharastar #luxury5star #indiafightscorona #waragainstcorona https://t.co/JsZY7LBkaa"
2020-03-23,UK coronavirus live: Hancock condemns people ignoring two-metre distance rule in parks as 'very selfish' https://t.co/FR9hFlQsUM
2020-03-23,Media made fun of @GOPunjabPK when they ordered to close the malls by 10pm and now #KSA has ordered the same. Curfew from 7pm to 6am. Is it still funny or not? https://t.co/kneRce2CEU
2020-03-23,"""WHAT DO WE SAY TO DEATH AT 95?"" 

NOT TODAY BITCH https://t.co/EMCFo9kSmr"
2020-03-23,"@TuckerCarlson @SenatorBurr @Foxandfriends @GOP @Potus @SenateGOP @jsolomonReports @MittRomney @marklevinshow  @projectlincoln @MomsDemand @davidhogg111 @robreiner @amyklobuchar @KamalaHarris @saragideon 
@moveon @harrylitman https://t.co/dONovr6qR6"
2020-03-23,"@datukhensem traders is not much.... compare to normal factory workers(big in number). And if the company is on surviving mode before covid19, then mostly probably they only get paid partially or not at all... focus on this big group of local factory workers"
2020-03-23,"Not this, surely.😂😂😂😂 https://t.co/aino8c3VYv"
2020-03-23,"Bayram Khurdekhan aka Evergreen poet of Azerbaijan 
Youth of Azerbaijan will always remember Bayram. 
In these dark days of world listen meykhana, #StayHome , #staysafe dear khiradars.
#coronavirus #coronavirusmeykhana #covid19 #covid19vsreshaddagli 
#bayram #bayramkhurdekhanli https://t.co/Bu3prdgnh0"
2020-03-23,"Leading #FMCGcompanies such as #HindustanUnilever, #ReckittBenckiser, #ITC, #GodrejConsumerProducts and #Dabur will slash or have already cut prices of hand sanitisers. #covid19 #covid19outbreak #covid19india #coronaviruspandemic
https://t.co/pGHIIYWZSz"
2020-03-23,"@GretaThunberg I understand you're fighting for the future and that you want the World's Leaders to listen.
I have a question, what do you say of the consequence that Coronavirus gave to the world, if i may ask?"
2020-03-23,"one bad move and this wud be making rounds with that ""casket video"" https://t.co/XMOQGqrJDs"
2020-03-23,not even close https://t.co/zC1io8qNMJ
2020-03-23,"I'm so bored because of the coronavirus, anyways night y'all"
2020-03-23,With flamethrowers even! https://t.co/Kvza1YNtsv
2020-03-23,"In a few hours, @JubileeUSA launches #COVIDー19 campaigns so the world's poorest people can access health-care and we are all protected from financial crisis. #coronavirus"
2020-03-23,"""How coronavirus shutdowns are redrawing supply chains and globalisation forever""

A thought-provoking editorial by #DavidDodwell of the UK-

""Global lockdowns are disrupting supply chains and giving the world a taste of economic d…https://t.co/gmagv36YHz https://t.co/A0e9M0ZRx4"
2020-03-23,Who designed those costumes?! https://t.co/wDyeKbKdoY
2020-03-23,If it goes the Italy way ... Please Stay away from your Parents .. Quarantine them yourself if you love them. This thing has NO mercy to the OLD #COVID19
2020-03-23,This is not the tweet of a well man. Though he does seem to be saying he has the coronavirus. https://t.co/6ArVpe1Rsg
2020-03-23,These fucken dummies want to get infected first then chase Jews and cops all while being attached to a ventilator 😂😂😂 https://t.co/TWzZffoDRi
2020-03-23,Scientists Identify 69 Drugs to Test Against the Coronavirus https://t.co/44DNTzs7MM
2020-03-23,"CM @OfficeofUT announces closure of intra-state borders in his address today.
Attempt is to ensure the virus doesn't reach those parts of the state that are as yet unaffected.
Sancharbandi or #curfew restrictions in place now
#CautionYesPanicNo #CoronaUpdatesInIndia #coronavirus"
2020-03-23,I see people everywhere wearing masks incorrectly: on the mouth and chin but not covering the nose; on top of their heads; under the chin; N95s not tightened over the nose. Stop wasting valuable items. Use correctly or donate to people in actual need. #COVID19 #PPEShortages
2020-03-23,So this is what the alert system in NZ looks like. The PM this morning in her presser lifted the level to 3. https://t.co/JRKZEw2UMn
2020-03-23,"URGENT REVIEW OF ALL PASSENGERS NEEDED. 
Government must step up.
Passengers on board two of the vessels said there were no health checks
https://t.co/nHLlyGtEzF

@WAHealth
@SAHealth
@TasmaniaHealth
@ACTHealth
#NTHealth
@AMSANTaus
@BradHazzard
@ABarrMLA
@JennyMikakos"
2020-03-23,"I'd call this Darwin Award-worthy, if only people who trusted Trump took his advice. Unfortunately, corporate America would welcome this, so end result would look more like social Darwinism. If you had doubts Trump is a dangerous fool as well as a vile oaf, doubt not. #COVID19 https://t.co/BbDDLmscXm"
2020-03-23,😭😭😭😭😭everyone shuts down except this department. https://t.co/SUhygUaK64
2020-03-23,Shiva is the man we need fighting for us in Massachusetts. Please vote Shiva 2020 Congress Senator. https://t.co/6FCNGh6jfl
2020-03-23,Amy Klobuchar says her husband has coronavirus https://t.co/F5bFMTRFaR - @NBCNews
2020-03-23,"Guys, The 2020 Catalina Winemixer has been cancelled to the spread of COVID-19"
2020-03-23,Steven Naismith is now my dad. https://t.co/t3ncWg687e
2020-03-23,"@newbury_eric @AlietaEck @RMConservative Latest #coronavirus data from the United States:

18,845 total cases: (.00006 of population)

237 total deaths: (.0000007 of population &amp; 49% are from WA &amp; NY alone) 

64 currently serious/critical: (.0000002 of population)"
2020-03-23,"I WILL OUTLIVE COVID-19 IN JESUS NAME
I WILL OUTLIVE COVID-19 IN JESUS NAME
I WILL OUTLIVE COVID-19 IN JESUS NAME
I WILL OUTLIVE COVID-19 IN JESUS NAME
I WILL OUTLIVE COVID-19 IN JESUS NAME
I WILL OUTLIVE COVID-19 IN JESUS NAME
I WILL OUTLIVE COVID-19 IN JESUS NAME"
2020-03-23,EL PARTIDO POPULAR DE ALCOY PIDE INFORMACIÓN VERAZ Y CLARA SOBRE EL CORONAVIRUSus https://t.co/h3zhvnX98s https://t.co/5irbCi35Z5
2020-03-23,Creativity never stops https://t.co/n2fL4UbZ3N
2020-03-23,Prompt action by Maharashtra Govt. Must enforce such measures throughout the country. https://t.co/rfwgHQimk0
2020-03-23,@fribone @BROWNIE__XX Covid19 is  more deadly
